,DRL,Uncoded
8777,2,1.0
8778,3,2.0
8779,3,2.0
8780,4,2.0
8781,4,1.0
8782,4,2.0
8783,3,1.0
8784,3,1.0
8785,1,1.0
8786,3,1.0
8787,4,1.0
8788,4,2.0
8789,4,1.0
8790,3,3.0
8791,1,1.0
8792,2,2.0
8793,5,1.0
8794,3,2.0
8795,4,3.0
8796,2,1.0
8797,7,1.0
8798,2,2.0
8799,6,4.0
8800,6,2.0
8801,4,3.0
8802,2,1.0
8803,5,3.0
8804,2,2.0
8805,5,2.0
8806,2,2.0
8807,11,2.0
8808,10,1.0
8809,3,2.0
8810,8,2.0
8811,7,2.0
8812,6,4.0
8813,9,1.0
8814,3,2.0
8815,2,2.0
8816,3,2.0
8817,4,2.0
8818,2,1.0
8819,5,2.0
8820,2,1.0
8821,4,2.0
8822,5,2.0
8823,5,2.0
8824,5,3.0
8825,9,2.0
8826,1,1.0
8827,3,3.0
8828,14,2.0
8829,11,4.0
8830,2,1.0
8831,3,1.0
8832,4,2.0
8833,2,1.0
8834,2,2.0
8835,2,2.0
8836,2,2.0
8837,12,2.0
8838,3,2.0
8839,5,2.0
8840,3,3.0
8841,14,4.0
8842,4,3.0
8843,8,3.0
8844,4,2.0
8845,1,1.0
8846,7,4.0
8847,3,2.0
8848,2,2.0
8849,3,1.0
8850,6,2.0
8851,2,2.0
8852,11,3.0
8853,3,2.0
8854,2,2.0
8855,2,2.0
8856,8,2.0
8857,4,3.0
8858,3,2.0
8859,2,2.0
8860,6,3.0
8861,17,2.0
8862,3,1.0
8863,13,2.0
8864,11,3.0
8865,3,2.0
8866,2,2.0
8867,4,3.0
8868,4,4.0
8869,4,3.0
8870,6,2.0
8871,3,2.0
8872,2,2.0
8873,10,3.0
8874,2,1.0
8875,5,2.0
8876,8,3.0
8877,4,2.0
8878,3,2.0
8879,4,3.0
8880,7,3.0
8881,3,1.0
8882,6,3.0
8883,7,3.0
8884,5,2.0
8885,10,1.0
8886,2,1.0
8887,7,2.0
8888,12,2.0
8889,5,2.0
8890,5,2.0
8891,6,4.0
8892,2,2.0
8893,9,2.0
8894,8,2.0
8895,4,3.0
8896,4,2.0
8897,3,3.0
8898,5,2.0
8899,6,2.0
8900,1,1.0
8901,8,2.0
8902,3,2.0
8903,6,1.0
8904,2,2.0
8905,5,2.0
8906,4,4.0
8907,2,3.0
8908,1,1.0
8909,3,2.0
8910,12,2.0
8911,4,3.0
8912,4,2.0
8913,5,2.0
8914,4,2.0
8915,2,1.0
8916,7,3.0
8917,4,3.0
8918,3,2.0
8919,5,2.0
8920,7,3.0
8921,2,2.0
8922,10,2.0
8923,3,2.0
8924,6,2.0
8925,4,3.0
8926,15,2.0
8927,8,3.0
8928,5,2.0
8929,6,1.0
8930,7,2.0
8931,3,2.0
8932,6,1.0
8933,3,3.0
8934,1,2.0
8935,5,2.0
8936,9,4.0
8937,3,2.0
8938,6,2.0
8939,8,3.0
8940,16,3.0
8941,12,3.0
8942,6,3.0
8943,3,3.0
8944,7,2.0
8945,4,3.0
8946,8,1.0
8947,4,2.0
8948,4,3.0
8949,1,1.0
8950,5,2.0
8951,5,2.0
8952,8,2.0
8953,4,2.0
8954,6,2.0
8955,5,3.0
8956,2,1.0
8957,5,2.0
8958,3,2.0
8959,3,2.0
8960,4,3.0
8961,3,3.0
8962,6,2.0
8963,17,2.0
8964,3,2.0
8965,4,4.0
8966,4,2.0
8967,4,2.0
8968,7,2.0
8969,2,2.0
8970,8,2.0
8971,3,2.0
8972,9,3.0
8973,12,3.0
8974,5,3.0
8975,5,2.0
8976,3,2.0
8977,6,2.0
8978,8,2.0
8979,3,2.0
8980,5,3.0
8981,2,2.0
8982,5,2.0
8983,4,1.0
8984,4,2.0
8985,4,3.0
8986,3,2.0
8987,4,2.0
8988,10,3.0
8989,4,2.0
8990,10,3.0
8991,3,2.0
8992,6,2.0
8993,4,1.0
8994,3,2.0
8995,5,2.0
8996,2,2.0
8997,8,2.0
8998,2,1.0
8999,6,2.0
9000,8,1.0
9001,3,2.0
9002,4,3.0
9003,9,3.0
9004,7,3.0
9005,8,2.0
9006,3,2.0
9007,4,2.0
9008,12,1.0
9009,3,1.0
9010,5,2.0
9011,6,2.0
9012,9,2.0
9013,3,3.0
9014,13,2.0
9015,6,3.0
9016,2,3.0
9017,4,2.0
9018,4,3.0
9019,3,2.0
9020,2,2.0
9021,5,1.0
9022,10,2.0
9023,3,1.0
9024,2,4.0
9025,12,1.0
9026,6,3.0
9027,3,2.0
9028,5,3.0
9029,6,1.0
9030,5,2.0
9031,8,2.0
9032,6,4.0
9033,4,2.0
9034,11,2.0
9035,5,3.0
9036,10,2.0
9037,3,2.0
9038,7,2.0
9039,5,3.0
9040,2,1.0
9041,8,2.0
9042,7,2.0
9043,3,2.0
9044,5,2.0
9045,1,1.0
9046,3,2.0
9047,6,2.0
9048,3,2.0
9049,5,3.0
9050,4,2.0
9051,3,2.0
9052,3,2.0
9053,8,1.0
9054,4,2.0
9055,6,3.0
9056,5,2.0
9057,7,2.0
9058,5,2.0
9059,4,1.0
9060,6,2.0
9061,2,2.0
9062,8,1.0
9063,4,2.0
9064,4,3.0
9065,6,2.0
9066,4,1.0
9067,10,2.0
9068,2,1.0
9069,13,3.0
9070,4,1.0
9071,6,2.0
9072,3,2.0
9073,4,4.0
9074,4,1.0
9075,2,2.0
9076,8,3.0
9077,2,2.0
9078,7,4.0
9079,3,2.0
9080,10,3.0
9081,3,2.0
9082,5,3.0
9083,5,1.0
9084,8,2.0
9085,3,3.0
9086,6,3.0
9087,9,3.0
9088,8,4.0
9089,4,3.0
9090,4,2.0
9091,9,3.0
9092,4,2.0
9093,3,3.0
9094,4,2.0
9095,2,2.0
9096,5,2.0
9097,5,1.0
9098,6,1.0
9099,17,4.0
9100,5,2.0
9101,14,1.0
9102,5,1.0
9103,4,1.0
9104,3,3.0
9105,7,3.0
9106,6,4.0
9107,1,1.0
9108,3,1.0
9109,9,2.0
9110,4,3.0
9111,3,2.0
9112,5,1.0
9113,13,3.0
9114,9,3.0
9115,3,2.0
9116,3,1.0
9117,2,2.0
9118,9,1.0
9119,7,2.0
9120,3,2.0
9121,5,3.0
9122,3,2.0
9123,2,2.0
9124,3,1.0
9125,4,2.0
9126,6,3.0
9127,5,2.0
9128,14,3.0
9129,3,2.0
9130,2,2.0
9131,1,1.0
9132,4,1.0
9133,6,2.0
9134,6,3.0
9135,4,2.0
9136,3,1.0
9137,8,3.0
9138,7,2.0
9139,4,2.0
9140,2,2.0
9141,5,1.0
9142,3,2.0
9143,6,1.0
9144,1,1.0
9145,2,2.0
9146,11,3.0
9147,6,2.0
9148,5,3.0
9149,4,2.0
9150,9,3.0
9151,10,2.0
9152,3,2.0
9153,9,2.0
9154,3,2.0
9155,6,3.0
9156,4,3.0
9157,5,2.0
9158,8,2.0
9159,2,1.0
9160,1,2.0
9161,5,2.0
9162,3,2.0
9163,4,2.0
9164,4,2.0
9165,10,3.0
9166,10,3.0
9167,2,2.0
9168,4,2.0
9169,6,1.0
9170,4,2.0
9171,7,1.0
9172,3,1.0
9173,8,3.0
9174,9,4.0
9175,3,3.0
9176,2,1.0
9177,4,2.0
9178,3,1.0
9179,6,2.0
9180,7,3.0
9181,2,1.0
9182,5,3.0
9183,4,3.0
9184,6,2.0
9185,4,3.0
9186,3,2.0
9187,10,2.0
9188,8,2.0
9189,3,4.0
9190,4,2.0
9191,4,4.0
9192,14,2.0
9193,6,2.0
9194,2,1.0
9195,2,3.0
9196,7,3.0
9197,7,3.0
9198,4,3.0
9199,5,2.0
9200,3,2.0
9201,4,2.0
9202,8,2.0
9203,2,1.0
9204,11,2.0
9205,8,2.0
9206,7,1.0
9207,2,1.0
9208,4,3.0
9209,4,2.0
9210,7,2.0
9211,5,2.0
9212,3,3.0
9213,6,2.0
9214,2,2.0
9215,5,3.0
9216,3,1.0
9217,4,2.0
9218,9,2.0
9219,5,2.0
9220,5,2.0
9221,6,1.0
9222,3,3.0
9223,7,2.0
9224,2,2.0
9225,5,2.0
9226,4,2.0
9227,1,1.0
9228,3,3.0
9229,11,2.0
9230,1,1.0
9231,4,2.0
9232,4,2.0
9233,6,2.0
9234,10,2.0
9235,4,3.0
9236,1,1.0
9237,1,1.0
9238,7,3.0
9239,2,2.0
9240,2,2.0
9241,4,2.0
9242,5,3.0
9243,6,1.0
9244,2,2.0
9245,5,2.0
9246,3,2.0
9247,5,1.0
9248,7,2.0
9249,3,3.0
9250,2,2.0
9251,5,3.0
9252,3,2.0
9253,4,1.0
9254,5,3.0
9255,4,2.0
9256,12,3.0
9257,2,1.0
9258,9,3.0
9259,5,2.0
9260,3,2.0
9261,8,1.0
9262,4,3.0
9263,8,2.0
9264,3,1.0
9265,1,1.0
9266,3,2.0
9267,6,3.0
9268,3,2.0
9269,2,1.0
9270,3,1.0
9271,3,2.0
9272,3,2.0
9273,1,1.0
9274,4,1.0
9275,2,1.0
9276,1,1.0
9277,10,1.0
9278,9,2.0
9279,8,3.0
9280,3,2.0
9281,4,2.0
9282,3,2.0
9283,3,1.0
9284,5,2.0
9285,7,2.0
9286,7,2.0
9287,1,1.0
9288,4,3.0
9289,1,1.0
9290,3,2.0
9291,4,2.0
9292,3,3.0
9293,4,2.0
9294,5,2.0
9295,4,1.0
9296,5,2.0
9297,1,1.0
9298,4,2.0
9299,3,1.0
9300,10,2.0
9301,8,2.0
9302,1,1.0
9303,2,1.0
9304,5,2.0
9305,3,3.0
9306,7,3.0
9307,5,2.0
9308,4,4.0
9309,4,3.0
9310,3,1.0
9311,2,1.0
9312,7,2.0
9313,6,2.0
9314,3,2.0
9315,4,1.0
9316,5,2.0
9317,2,2.0
9318,7,2.0
9319,4,3.0
9320,5,3.0
9321,10,3.0
9322,8,3.0
9323,3,2.0
9324,4,2.0
9325,8,1.0
9326,4,2.0
9327,6,1.0
9328,3,2.0
9329,6,3.0
9330,1,1.0
9331,6,3.0
9332,4,3.0
9333,5,3.0
9334,12,2.0
9335,6,1.0
9336,2,1.0
9337,11,1.0
9338,2,2.0
9339,3,2.0
9340,4,1.0
9341,2,2.0
9342,5,1.0
9343,6,3.0
9344,7,3.0
9345,6,2.0
9346,3,2.0
9347,4,1.0
9348,2,3.0
9349,9,1.0
9350,2,2.0
9351,5,3.0
9352,4,1.0
9353,2,1.0
9354,12,2.0
9355,6,2.0
9356,4,2.0
9357,5,1.0
9358,6,2.0
9359,5,2.0
9360,6,3.0
9361,8,3.0
9362,11,3.0
9363,7,1.0
9364,8,1.0
9365,1,1.0
9366,3,2.0
9367,5,3.0
9368,6,2.0
9369,3,2.0
9370,4,4.0
9371,2,2.0
9372,4,2.0
9373,5,2.0
9374,3,3.0
9375,1,1.0
9376,4,2.0
9377,6,2.0
9378,7,2.0
9379,4,2.0
9380,4,3.0
9381,3,1.0
9382,3,2.0
9383,5,1.0
9384,6,2.0
9385,4,2.0
9386,4,1.0
9387,10,2.0
9388,3,1.0
9389,2,2.0
9390,4,2.0
9391,9,3.0
9392,1,1.0
9393,3,2.0
9394,3,1.0
9395,12,2.0
9396,5,2.0
9397,5,2.0
9398,2,2.0
9399,12,2.0
9400,7,1.0
9401,3,3.0
9402,12,2.0
9403,3,3.0
9404,6,4.0
9405,5,3.0
9406,3,2.0
9407,4,2.0
9408,9,3.0
9409,7,1.0
9410,16,3.0
9411,2,2.0
9412,3,2.0
9413,12,2.0
9414,3,3.0
9415,11,4.0
9416,5,2.0
9417,4,3.0
9418,4,2.0
9419,5,2.0
9420,8,2.0
9421,3,3.0
9422,9,2.0
9423,15,1.0
9424,10,3.0
9425,4,3.0
9426,2,1.0
9427,5,2.0
9428,6,1.0
9429,4,3.0
9430,6,3.0
9431,5,2.0
9432,7,2.0
9433,4,3.0
9434,2,1.0
9435,7,2.0
9436,2,3.0
9437,1,1.0
9438,3,2.0
9439,4,3.0
9440,6,2.0
9441,5,2.0
9442,4,2.0
9443,6,2.0
9444,5,2.0
9445,7,2.0
9446,7,3.0
9447,3,2.0
9448,10,3.0
9449,5,3.0
9450,10,2.0
9451,5,4.0
9452,3,2.0
9453,7,4.0
9454,5,1.0
9455,9,3.0
9456,5,2.0
9457,2,1.0
9458,2,1.0
9459,5,2.0
9460,2,1.0
9461,8,2.0
9462,2,1.0
9463,5,3.0
9464,3,2.0
9465,5,3.0
9466,4,2.0
9467,3,2.0
9468,1,1.0
9469,3,2.0
9470,2,1.0
9471,5,2.0
9472,1,1.0
9473,2,1.0
9474,8,2.0
9475,3,2.0
9476,3,2.0
9477,3,3.0
9478,3,4.0
9479,9,2.0
9480,4,2.0
9481,10,2.0
9482,3,2.0
9483,14,3.0
9484,2,2.0
9485,10,2.0
9486,11,1.0
9487,4,2.0
9488,4,2.0
9489,5,3.0
9490,3,3.0
9491,2,1.0
9492,9,2.0
9493,9,2.0
9494,7,2.0
9495,8,2.0
9496,3,3.0
9497,14,2.0
9498,4,3.0
9499,1,1.0
9500,5,2.0
9501,5,3.0
9502,8,2.0
9503,2,4.0
9504,9,2.0
9505,8,3.0
9506,6,2.0
9507,1,1.0
9508,8,2.0
9509,5,2.0
9510,4,3.0
9511,2,2.0
9512,2,2.0
9513,6,2.0
9514,3,1.0
9515,8,1.0
9516,7,3.0
9517,9,1.0
9518,5,2.0
9519,2,2.0
9520,4,1.0
9521,8,2.0
9522,9,1.0
9523,3,2.0
9524,7,2.0
9525,4,2.0
9526,2,2.0
9527,9,3.0
9528,2,1.0
9529,5,3.0
9530,3,3.0
9531,4,2.0
9532,1,1.0
9533,3,3.0
9534,9,4.0
9535,4,1.0
9536,2,2.0
9537,3,1.0
9538,3,2.0
9539,8,3.0
9540,6,1.0
9541,5,2.0
9542,6,2.0
9543,3,2.0
9544,6,3.0
9545,3,3.0
9546,19,1.0
9547,4,3.0
9548,7,3.0
9549,2,1.0
9550,2,2.0
9551,4,2.0
9552,2,1.0
9553,3,2.0
9554,3,2.0
9555,5,2.0
9556,4,3.0
9557,7,2.0
9558,4,2.0
9559,7,2.0
9560,4,1.0
9561,4,1.0
9562,2,2.0
9563,4,1.0
9564,5,2.0
9565,5,2.0
9566,1,1.0
9567,10,2.0
9568,15,2.0
9569,5,3.0
9570,8,3.0
9571,2,1.0
9572,6,2.0
9573,4,3.0
9574,3,3.0
9575,5,4.0
9576,5,2.0
9577,3,2.0
9578,7,2.0
9579,6,2.0
9580,5,2.0
9581,3,3.0
9582,5,1.0
9583,6,2.0
9584,6,1.0
9585,4,4.0
9586,3,1.0
9587,7,2.0
9588,5,4.0
9589,8,2.0
9590,7,1.0
9591,4,3.0
9592,4,3.0
9593,5,3.0
9594,2,1.0
9595,2,2.0
9596,2,1.0
9597,2,1.0
9598,7,2.0
9599,7,3.0
9600,6,3.0
9601,5,1.0
9602,7,2.0
9603,4,3.0
9604,4,2.0
9605,6,1.0
9606,3,2.0
9607,2,2.0
9608,1,1.0
9609,6,3.0
9610,4,2.0
9611,5,2.0
9612,4,3.0
9613,2,1.0
9614,1,1.0
9615,7,3.0
9616,6,3.0
9617,2,1.0
9618,2,2.0
9619,3,2.0
9620,5,1.0
9621,5,3.0
9622,4,2.0
9623,1,1.0
9624,3,3.0
9625,6,2.0
9626,5,1.0
9627,7,2.0
9628,7,2.0
9629,12,2.0
9630,5,3.0
9631,4,2.0
9632,3,2.0
9633,5,1.0
9634,4,2.0
9635,4,2.0
9636,6,2.0
9637,3,3.0
9638,2,2.0
9639,5,2.0
9640,11,2.0
9641,3,2.0
9642,2,2.0
9643,6,2.0
9644,6,2.0
9645,9,1.0
9646,8,3.0
9647,3,2.0
9648,7,2.0
9649,3,1.0
9650,6,2.0
9651,6,2.0
9652,4,2.0
9653,3,2.0
9654,8,2.0
9655,3,1.0
9656,6,3.0
9657,6,1.0
9658,14,2.0
9659,18,2.0
9660,6,2.0
9661,7,2.0
9662,3,2.0
9663,5,3.0
9664,11,2.0
9665,13,2.0
9666,5,3.0
9667,3,1.0
9668,9,3.0
9669,4,2.0
9670,4,3.0
9671,6,2.0
9672,3,2.0
9673,3,3.0
9674,3,2.0
9675,4,3.0
9676,11,1.0
9677,5,1.0
9678,5,1.0
9679,5,2.0
9680,4,2.0
9681,6,4.0
9682,3,2.0
9683,6,3.0
9684,5,1.0
9685,2,1.0
9686,4,3.0
9687,6,2.0
9688,7,3.0
9689,3,2.0
9690,4,2.0
9691,4,3.0
9692,29,2.0
9693,2,2.0
9694,7,1.0
9695,2,2.0
9696,4,2.0
9697,4,2.0
9698,4,3.0
9699,7,1.0
9700,7,2.0
9701,4,2.0
9702,3,2.0
9703,2,1.0
9704,2,3.0
9705,6,1.0
9706,4,2.0
9707,12,2.0
9708,4,2.0
9709,8,2.0
9710,9,2.0
9711,3,2.0
9712,6,2.0
9713,2,1.0
9714,5,3.0
9715,6,2.0
9716,5,2.0
9717,6,3.0
9718,4,2.0
9719,4,1.0
9720,8,2.0
9721,3,3.0
9722,2,2.0
9723,3,3.0
9724,5,2.0
9725,4,2.0
9726,2,2.0
9727,4,2.0
9728,4,1.0
9729,7,2.0
9730,5,2.0
9731,4,2.0
9732,4,3.0
9733,9,4.0
9734,5,1.0
9735,7,1.0
9736,9,2.0
9737,6,2.0
9738,3,3.0
9739,11,3.0
9740,5,3.0
9741,5,4.0
9742,4,2.0
9743,4,2.0
9744,3,2.0
9745,2,2.0
9746,3,3.0
9747,3,2.0
9748,5,3.0
9749,3,1.0
9750,2,1.0
9751,6,2.0
9752,6,3.0
9753,4,2.0
9754,3,1.0
9755,3,2.0
9756,4,4.0
9757,9,1.0
9758,1,1.0
9759,4,2.0
9760,3,1.0
9761,2,2.0
9762,5,2.0
9763,5,2.0
9764,3,3.0
9765,4,3.0
9766,8,3.0
9767,4,3.0
9768,5,3.0
9769,2,1.0
9770,6,2.0
9771,2,2.0
9772,1,1.0
9773,6,2.0
9774,6,3.0
9775,16,1.0
9776,3,3.0
9777,7,2.0
9778,3,1.0
9779,9,1.0
9780,5,1.0
9781,10,2.0
9782,7,2.0
9783,13,3.0
9784,7,3.0
9785,4,3.0
9786,7,1.0
9787,7,2.0
9788,2,1.0
9789,14,2.0
9790,9,3.0
9791,3,1.0
9792,4,3.0
9793,7,3.0
9794,6,3.0
9795,2,2.0
9796,6,1.0
9797,3,2.0
9798,2,2.0
9799,6,2.0
9800,4,2.0
9801,2,1.0
9802,11,2.0
9803,2,2.0
9804,7,2.0
9805,6,2.0
9806,2,1.0
9807,3,2.0
9808,1,1.0
9809,4,3.0
9810,14,1.0
9811,4,2.0
9812,3,2.0
9813,2,1.0
9814,10,2.0
9815,6,2.0
9816,1,1.0
9817,5,1.0
9818,5,3.0
9819,3,2.0
9820,3,2.0
9821,4,1.0
9822,1,2.0
9823,1,1.0
9824,3,1.0
9825,7,4.0
9826,5,1.0
9827,8,2.0
9828,3,2.0
9829,15,3.0
9830,4,2.0
9831,3,1.0
9832,3,3.0
9833,9,2.0
9834,10,2.0
9835,3,3.0
9836,14,2.0
9837,6,2.0
9838,12,2.0
9839,4,1.0
9840,6,2.0
9841,12,2.0
9842,5,3.0
9843,2,1.0
9844,5,2.0
9845,8,3.0
9846,3,3.0
9847,2,2.0
9848,2,2.0
9849,3,2.0
9850,1,2.0
9851,8,2.0
9852,5,2.0
9853,3,1.0
9854,3,3.0
9855,17,4.0
9856,3,3.0
9857,10,1.0
9858,3,1.0
9859,1,1.0
9860,3,2.0
9861,5,2.0
9862,4,1.0
9863,5,3.0
9864,3,3.0
9865,2,1.0
9866,4,2.0
9867,5,3.0
9868,10,2.0
9869,9,2.0
9870,6,3.0
9871,4,2.0
9872,3,2.0
9873,8,2.0
9874,3,2.0
9875,4,2.0
9876,7,2.0
9877,4,3.0
9878,6,3.0
9879,2,3.0
9880,7,2.0
9881,2,2.0
9882,2,2.0
9883,9,2.0
9884,6,3.0
9885,4,2.0
9886,5,2.0
9887,3,1.0
9888,6,1.0
9889,5,1.0
9890,3,3.0
9891,3,3.0
9892,4,2.0
9893,9,4.0
9894,3,2.0
9895,3,2.0
9896,4,2.0
9897,3,2.0
9898,9,2.0
9899,3,2.0
9900,2,2.0
9901,3,2.0
9902,3,3.0
9903,4,2.0
9904,2,2.0
9905,7,1.0
9906,8,2.0
9907,6,4.0
9908,3,2.0
9909,2,2.0
9910,3,2.0
9911,2,2.0
9912,3,1.0
9913,9,3.0
9914,5,2.0
9915,8,1.0
9916,8,2.0
9917,7,4.0
9918,5,3.0
9919,1,1.0
9920,6,1.0
9921,3,3.0
9922,7,3.0
9923,3,2.0
9924,1,1.0
9925,6,2.0
9926,7,2.0
9927,5,3.0
9928,5,2.0
9929,6,3.0
9930,2,1.0
9931,3,4.0
9932,9,3.0
9933,5,3.0
9934,4,2.0
9935,2,1.0
9936,2,3.0
9937,1,1.0
9938,6,2.0
9939,1,2.0
9940,8,2.0
9941,6,1.0
9942,5,1.0
9943,6,1.0
9944,4,2.0
9945,2,2.0
9946,7,3.0
9947,10,1.0
9948,3,1.0
9949,3,1.0
9950,3,2.0
9951,4,3.0
9952,4,3.0
9953,2,2.0
9954,2,1.0
9955,7,3.0
9956,4,1.0
9957,2,2.0
9958,4,2.0
9959,2,1.0
9960,16,2.0
9961,3,3.0
9962,6,3.0
9963,12,3.0
9964,3,4.0
9965,4,2.0
9966,8,2.0
9967,7,2.0
9968,2,3.0
9969,4,2.0
9970,6,2.0
9971,3,2.0
9972,4,3.0
9973,5,1.0
9974,7,3.0
9975,12,1.0
9976,2,2.0
9977,6,2.0
9978,5,1.0
9979,4,2.0
9980,4,2.0
9981,2,2.0
9982,7,2.0
9983,3,2.0
9984,5,3.0
9985,2,2.0
9986,6,3.0
9987,6,3.0
9988,6,1.0
9989,15,1.0
9990,6,1.0
9991,2,1.0
9992,7,3.0
9993,4,1.0
9994,7,3.0
9995,7,2.0
9996,3,3.0
9997,11,3.0
9998,5,2.0
9999,3,3.0
10000,3,2.0
10001,3,2.0
10002,6,2.0
10003,2,1.0
10004,4,2.0
10005,1,1.0
10006,3,2.0
10007,6,3.0
10008,3,1.0
10009,6,2.0
10010,4,3.0
10011,1,1.0
10012,9,3.0
10013,7,2.0
10014,4,2.0
10015,8,2.0
10016,3,2.0
10017,4,3.0
10018,5,4.0
10019,5,2.0
10020,5,2.0
10021,10,3.0
10022,4,2.0
10023,8,3.0
10024,7,2.0
10025,4,1.0
10026,6,2.0
10027,2,2.0
10028,6,1.0
10029,4,1.0
10030,8,2.0
10031,2,1.0
10032,5,2.0
10033,3,2.0
10034,7,3.0
10035,11,2.0
10036,3,2.0
10037,2,2.0
10038,6,3.0
10039,6,2.0
10040,6,3.0
10041,1,1.0
10042,2,1.0
10043,7,2.0
10044,9,2.0
10045,2,1.0
10046,3,2.0
10047,9,3.0
10048,2,2.0
10049,4,2.0
10050,3,1.0
10051,2,2.0
10052,1,2.0
10053,3,2.0
10054,10,2.0
10055,2,1.0
10056,4,1.0
10057,4,1.0
10058,8,2.0
10059,4,2.0
10060,9,2.0
10061,9,4.0
10062,18,3.0
10063,4,2.0
10064,11,1.0
10065,3,2.0
10066,2,2.0
10067,5,2.0
10068,5,1.0
10069,5,2.0
10070,9,3.0
10071,2,1.0
10072,6,3.0
10073,15,2.0
10074,6,2.0
10075,4,2.0
10076,3,1.0
10077,3,1.0
10078,5,2.0
10079,5,2.0
10080,6,3.0
10081,3,2.0
10082,2,1.0
10083,5,3.0
10084,6,2.0
10085,6,2.0
10086,1,1.0
10087,7,2.0
10088,12,3.0
10089,6,2.0
10090,1,1.0
10091,2,1.0
10092,4,3.0
10093,4,2.0
10094,6,2.0
10095,1,1.0
10096,2,2.0
10097,5,2.0
10098,4,2.0
10099,4,3.0
10100,6,3.0
10101,3,2.0
10102,8,2.0
10103,3,2.0
10104,6,3.0
10105,11,1.0
10106,6,2.0
10107,3,2.0
10108,8,2.0
10109,2,1.0
10110,3,2.0
10111,4,3.0
10112,5,2.0
10113,2,2.0
10114,3,1.0
10115,8,2.0
10116,1,1.0
10117,5,2.0
10118,8,2.0
10119,5,2.0
10120,4,1.0
10121,7,3.0
10122,1,1.0
10123,7,3.0
10124,6,2.0
10125,13,2.0
10126,1,1.0
10127,4,4.0
10128,2,1.0
10129,5,2.0
10130,5,3.0
10131,2,1.0
10132,5,2.0
10133,6,2.0
10134,5,2.0
10135,1,1.0
10136,3,2.0
10137,5,2.0
10138,4,3.0
10139,8,2.0
10140,3,2.0
10141,5,2.0
10142,5,2.0
10143,5,2.0
10144,3,4.0
10145,8,2.0
10146,5,3.0
10147,5,2.0
10148,2,2.0
10149,5,2.0
10150,8,2.0
10151,3,2.0
10152,10,2.0
10153,2,3.0
10154,10,2.0
10155,5,2.0
10156,8,2.0
10157,11,1.0
10158,3,3.0
10159,5,2.0
10160,3,2.0
10161,7,3.0
10162,2,1.0
10163,5,2.0
10164,2,2.0
10165,2,2.0
10166,2,2.0
10167,6,2.0
10168,2,2.0
10169,8,3.0
10170,5,1.0
10171,2,2.0
10172,5,2.0
10173,5,2.0
10174,4,2.0
10175,14,2.0
10176,15,3.0
10177,7,1.0
10178,3,1.0
10179,3,2.0
10180,3,2.0
10181,5,2.0
10182,2,2.0
10183,6,2.0
10184,6,4.0
10185,6,1.0
10186,3,2.0
10187,2,2.0
10188,6,2.0
10189,2,3.0
10190,4,2.0
10191,2,2.0
10192,4,2.0
10193,10,2.0
10194,6,3.0
10195,3,3.0
10196,9,3.0
10197,6,3.0
10198,3,2.0
10199,1,1.0
10200,2,2.0
10201,5,1.0
10202,9,3.0
10203,2,1.0
10204,4,1.0
10205,8,4.0
10206,4,3.0
10207,6,1.0
10208,9,2.0
10209,4,3.0
10210,5,2.0
10211,9,1.0
10212,3,3.0
10213,3,2.0
10214,1,1.0
10215,5,1.0
10216,8,2.0
10217,2,2.0
10218,3,3.0
10219,9,3.0
10220,3,2.0
10221,2,1.0
10222,2,1.0
10223,5,2.0
10224,5,1.0
10225,12,3.0
10226,8,2.0
10227,5,2.0
10228,3,2.0
10229,6,2.0
10230,5,3.0
10231,4,2.0
10232,2,2.0
10233,7,2.0
10234,3,1.0
10235,1,1.0
10236,3,2.0
10237,4,2.0
10238,4,3.0
10239,6,2.0
10240,3,2.0
10241,2,3.0
10242,5,3.0
10243,12,2.0
10244,4,2.0
10245,3,2.0
10246,5,3.0
10247,8,2.0
10248,9,1.0
10249,4,2.0
10250,3,2.0
10251,5,2.0
10252,8,3.0
10253,4,3.0
10254,3,1.0
10255,10,3.0
10256,1,1.0
10257,3,2.0
10258,1,1.0
10259,4,2.0
10260,2,2.0
10261,10,1.0
10262,4,2.0
10263,7,2.0
10264,3,1.0
10265,5,2.0
10266,3,2.0
10267,4,4.0
10268,1,1.0
10269,4,1.0
10270,9,2.0
10271,7,1.0
10272,9,1.0
10273,3,2.0
10274,3,1.0
10275,4,1.0
10276,5,2.0
10277,3,3.0
10278,15,1.0
10279,1,1.0
10280,4,2.0
10281,4,2.0
10282,4,2.0
10283,11,2.0
10284,2,2.0
10285,12,3.0
10286,5,3.0
10287,6,1.0
10288,7,2.0
10289,6,2.0
10290,6,3.0
10291,3,3.0
10292,3,2.0
10293,1,1.0
10294,8,1.0
10295,4,3.0
10296,1,1.0
10297,9,3.0
10298,5,1.0
10299,7,1.0
10300,2,3.0
10301,3,2.0
10302,2,1.0
10303,4,2.0
10304,20,2.0
10305,20,2.0
10306,4,2.0
10307,3,1.0
10308,3,1.0
10309,8,1.0
10310,3,2.0
10311,5,2.0
10312,1,2.0
10313,9,3.0
10314,2,2.0
10315,6,3.0
10316,3,2.0
10317,7,1.0
10318,6,2.0
10319,4,4.0
10320,1,1.0
10321,1,1.0
10322,5,2.0
10323,1,1.0
10324,2,2.0
10325,4,2.0
10326,7,2.0
10327,2,2.0
10328,4,1.0
10329,4,2.0
10330,2,2.0
